date,time,competition,home,away,home_back,home_lay,draw_back,draw_lay,away_back,away_lay,over25_back,over25_lay,score01_back,score01_lay
31-03-2026,10:50,Omã Professional League Cup,Al Nahdha,Sur Club,1.35,1.47,4.2,5.3,7.8,17,1.96,2.44,5.6,1000
31-03-2026,13:10,Omã Professional League Cup,Al Seeb,Sohar,1.33,1.37,5,6.2,13,16.5,1.93,2.1,7,85
31-03-2026,11:00,Uruguai Primera Division,Progreso,Liverpool Montevideo,4.2,4.6,3.4,3.6,2.02,2.1,2.3,2.4,7,7.8
31-03-2026,12:00,Amistosos Internacionais,Libéria,Líbia,4.3,4.7,2.94,3.05,2.24,2.34,2.84,3.05,6.2,7
31-03-2026,13:00,Amistosos Internacionais,Noruega,Suíça,2.06,2.08,4.1,4.2,3.6,3.7,1.63,1.66,18,19
31-03-2026,13:00,Amistosos Internacionais,Sérvia,Arábia Saudita,1.49,1.5,4.9,5,7.4,8,1.82,1.88,22,26
31-03-2026,13:00,Amistosos Internacionais,San Marino,Andorra,5.9,6.6,3.5,3.6,1.78,1.84,2.88,2.9,5.1,5.7
31-03-2026,13:00,Amistosos Internacionais,Montenegro,Eslovênia,3.15,3.3,3.3,3.5,2.48,2.52,2.24,2.32,8.2,9
31-03-2026,13:30,Amistosos Internacionais,Haiti,Islândia,3.75,3.85,3.75,3.8,2.14,2.16,2.06,2.16,8,9.2
31-03-2026,14:00,Amistosos Internacionais,Hungria,Grécia,2.7,2.78,3.45,3.55,2.82,2.92,2.1,2.14,9.8,11
31-03-2026,14:30,Amistosos Internacionais,Jordânia,Nigéria,5.4,5.7,4,4.2,1.72,1.73,2.02,2.1,7.2,8
31-03-2026,14:30,Amistosos Internacionais,África do Sul,Panamá,2.1,2.18,3.3,3.45,4,4.3,2.24,2.36,11.5,13
31-03-2026,15:00,Amistosos Internacionais,Peru,Honduras,2.04,2.1,3.2,3.4,4.5,4.8,2.52,2.64,11,12.5
31-03-2026,13:00,Liga Das Nações Da Uefa Playoffs,Luxemburgo,Malta,1.72,1.73,3.95,4,5.8,6.2,2.24,2.28,14,17
31-03-2026,13:00,Liga Das Nações Da Uefa Playoffs,Letônia,Gibraltar,1.21,1.22,7.2,7.6,24,28,1.98,2.04,15.5,55
31-03-2026,14:00,Primeira Divisão Da Argentina,Aldosivi,Argentinos Juniors,5.1,5.2,3.15,3.25,2,2.04,3.15,3.25,5.4,5.7
31-03-2026,15:45,National League Inglesa,Wealdstone,Hartlepool,2.7,2.9,3.35,3.7,2.74,2.92,1.79,1.84,12,15.5
31-03-2026,15:45,National League Inglesa,Woking,Altrincham,1.94,1.99,3.8,4,4,4.5,1.72,1.77,16.5,20
31-03-2026,15:45,National League Inglesa,Southend,Yeovil,1.38,1.41,4.9,5.4,10,11.5,1.87,1.95,19,32
31-03-2026,15:45,Inglaterra National League Do Norte,Spennymoor Town,Kidderminster,3.85,4.5,3.4,3.85,1.99,2.16,2.04,2.18,4.7,27
31-03-2026,15:45,Inglaterra National League Do Norte,Alfreton Town,Chorley,3.35,3.75,3.3,3.7,2.26,2.44,2.1,2.22,5.2,44
31-03-2026,15:45,Inglaterra National League Do Norte,Hereford,Macclesfield,4.2,4.7,4.1,4.6,1.81,1.89,1.62,1.68,N/A,N/A
31-03-2026,15:45,Inglaterra National League Do Norte,AFC Fylde,Marine AFC,1.31,1.35,6.6,7.8,8.2,9.6,1.52,1.58,32,38
31-03-2026,15:45,Inglaterra National League Do Sul,Maidenhead,Bath City,1.47,1.49,4.7,5,8.4,9.4,1.81,1.9,13.5,950
31-03-2026,15:45,Inglaterra National League Do Sul,Enfield Town,Chesham Utd,4.4,5,3.7,4,1.82,1.92,1.89,2,7.8,9.6
31-03-2026,15:45,Inglaterra National League Do Sul,Weston-super-Mare,Hemel Hempstead,2.46,2.68,3.05,3.25,3.25,3.6,2.56,2.74,8.6,10.5
31-03-2026,16:00,Islândia Copa Feminino,Haukar (W),HK Vikingur (W),1.01,N/A,1.02,1000,1.01,N/A,1.17,1.34,1.01,N/A
31-03-2026,16:00,Outras Competições,Brasil Sub-20,Paraguai Sub-20,1.44,1.59,4.1,5.2,8,10.5,1.79,1.95,20,32
31-03-2026,17:00,Colômbia Primera B,Real Santander,Envigado,4,4.7,3.1,3.45,2.08,2.24,2.5,2.66,5.8,7
31-03-2026,17:00,Colômbia Primera B,Tigres FC Zipaquira,Barranquilla,2.3,2.38,3.05,3.4,3.55,3.95,2.48,2.66,6.2,500
31-03-2026,19:45,Colômbia Primera B,Atletico FC Cali,Boca Juniors de Cali,2.62,2.82,2.84,3.1,3.3,3.6,2.6,2.82,5.8,70
31-03-2026,21:00,Colômbia Primera B,Real Cartagena,Quindio,1.63,1.68,3.8,4.2,5.8,9,2.12,2.28,3.7,24
31-03-2026,18:00,Copa Do Chile,Audax Italiano,Universidad De Chile,3.1,3.35,3.15,3.4,2.5,2.64,2.42,2.6,7.4,9
31-03-2026,20:30,Copa Do Chile,Everton-CHI,Deportes Limache,2,2.06,3.5,3.65,4.1,4.6,2.16,2.3,10.5,14.5
31-03-2026,20:00,Eua Lamar Hunt Us Open Cup,Asheville City SC,One Knoxville SC,3.85,4.8,3.3,4.3,1.83,2.06,1.58,1.8,3.7,14.5
31-03-2026,20:00,Eua Lamar Hunt Us Open Cup,Indy Eleven,Union Omaha,2.1,2.4,3.1,3.9,3.35,4,1.85,2.2,3.8,15.5
31-03-2026,20:00,Eua Lamar Hunt Us Open Cup,FC Naples,CFL Spurs,1.18,1.29,1.09,32,1.04,1000,1.33,1.4,1.01,N/A
31-03-2026,20:00,Eua Lamar Hunt Us Open Cup,Pittsburgh Riverhounds,Virginia Dream FC,1.18,1.23,6,10.5,1.09,21,1.3,1.4,4.7,90
31-03-2026,20:30,Eua Lamar Hunt Us Open Cup,Charlotte Independence,Charleston Battery,3.2,3.65,3.4,3.9,2.2,2.44,1.84,2.02,3.75,1000
31-03-2026,23:00,Eua Lamar Hunt Us Open Cup,Valley 559 FC,Sacramento Republic,1.09,18,5.5,950,1.25,1.32,1.41,1.63,1.03,1000
31-03-2026,22:00,Primera A Da Colômbia,Tolima,Aguilas Doradas,1.71,1.73,3.75,4,6,6.6,2.14,2.22,6,1000
31-03-2026,15:45,Europa Eliminatórias Da Copa,Suécia,Polônia,2.16,2.18,3.5,3.55,3.9,4,2.1,2.14,12.5,13.5
31-03-2026,15:45,Europa Eliminatórias Da Copa,Bósnia,Itália,8.4,8.6,4.5,4.6,1.51,1.52,2.04,2.08,7,7.2
31-03-2026,15:45,Europa Eliminatórias Da Copa,República Checa,Dinamarca,4.1,4.2,3.45,3.5,2.12,2.14,2.14,2.16,8.2,8.8
31-03-2026,15:45,Europa Eliminatórias Da Copa,Kosovo,Turquia,4,4.1,3.6,3.65,2.08,2.1,2.1,2.14,8.6,9
31-03-2026,18:00,Copa Do Mundo Fifa Qualificatórias,RD Congo,Jamaica,1.89,1.91,3.4,3.5,5.5,5.7,2.8,2.9,12,13.5
31-03-2026,18:30,Brasileirão Série B,Juventude,Novorizontino,2.1,2.14,3.35,3.4,4.2,4.5,2.44,2.5,10.5,12.5
31-03-2026,19:00,Brasileirão Série B,Fortaleza,Cuiabá,1.71,1.74,3.7,3.75,6.2,6.8,2.46,2.56,14,16
31-03-2026,14:00,La Liga Segunda Divisão,Mirandes,Albacete,2.56,2.6,3.45,3.5,3.05,3.1,2.08,2.14,10.5,11.5
31-03-2026,15:00,La Liga Segunda Divisão,Deportivo,Córdoba,1.97,1.99,3.75,3.8,4.3,4.4,1.93,1.96,14.5,16.5
31-03-2026,16:30,La Liga Segunda Divisão,Valladolid,Cádiz,1.59,1.6,4.3,4.5,6.6,7,1.95,1.97,18.5,20
31-03-2026,18:30,Paraguai Primera Division,Club 2 de Mayo,Nacional-PAR,3.75,4.1,3.05,3.25,2.3,2.4,2.62,2.8,6.4,7.6
31-03-2026,20:30,Paraguai Primera Division,Sportivo Luqueño,Cerro Porteño,4.8,5.4,3.55,3.8,1.86,1.91,2.28,2.42,6.4,7.8
31-03-2026,15:45,Europa Eliminatórias Da Copa,Suécia,Polônia,2.16,2.18,3.5,3.55,3.9,4,2.1,2.14,12.5,13.5
31-03-2026,15:45,Europa Eliminatórias Da Copa,Bósnia,Itália,8.4,8.6,4.5,4.6,1.51,1.52,2.04,2.08,7,7.2
31-03-2026,15:45,Europa Eliminatórias Da Copa,República Checa,Dinamarca,4.1,4.2,3.45,3.5,2.12,2.14,2.14,2.16,8.2,8.8
31-03-2026,15:45,Europa Eliminatórias Da Copa,Kosovo,Turquia,4,4.1,3.6,3.65,2.08,2.1,2.1,2.14,8.6,9
31-03-2026,18:00,Copa Do Mundo Fifa Qualificatórias,RD Congo,Jamaica,1.89,1.91,3.4,3.5,5.5,5.7,2.8,2.9,12,13.5
31-03-2026,18:30,Brasileirão Série B,Juventude,Novorizontino,2.1,2.14,3.35,3.4,4.2,4.5,2.44,2.5,10.5,12.5
31-03-2026,19:00,Brasileirão Série B,Fortaleza,Cuiabá,1.71,1.74,3.7,3.75,6.2,6.8,2.46,2.56,14,16
31-03-2026,14:00,La Liga Segunda Divisão,Mirandes,Albacete,2.56,2.6,3.45,3.5,3.05,3.1,2.08,2.14,10.5,11.5
31-03-2026,15:00,La Liga Segunda Divisão,Deportivo,Córdoba,1.97,1.99,3.75,3.8,4.3,4.4,1.93,1.96,15,16.5
31-03-2026,16:30,La Liga Segunda Divisão,Valladolid,Cádiz,1.59,1.6,4.3,4.5,6.6,7,1.95,1.97,18.5,20
31-03-2026,18:30,Paraguai Primera Division,Club 2 de Mayo,Nacional-PAR,3.75,4.1,3.05,3.25,2.3,2.4,2.62,2.8,6.4,7.6
31-03-2026,20:30,Paraguai Primera Division,Sportivo Luqueño,Cerro Porteño,4.8,5.4,3.55,3.8,1.86,1.91,2.28,2.42,6.4,7.8
31-03-2026,15:45,Europa Eliminatórias Da Copa,Suécia,Polônia,2.16,2.18,3.5,3.55,3.9,4,2.1,2.14,12.5,13.5
31-03-2026,15:45,Europa Eliminatórias Da Copa,Bósnia,Itália,8.4,8.6,4.5,4.6,1.51,1.52,2.04,2.08,7,7.2
31-03-2026,15:45,Europa Eliminatórias Da Copa,República Checa,Dinamarca,4.1,4.2,3.45,3.5,2.12,2.14,2.14,2.16,8.2,8.8
31-03-2026,15:45,Europa Eliminatórias Da Copa,Kosovo,Turquia,4,4.1,3.6,3.65,2.08,2.1,2.1,2.14,8.6,9
31-03-2026,18:00,Copa Do Mundo Fifa Qualificatórias,RD Congo,Jamaica,1.89,1.91,3.4,3.5,5.5,5.7,2.8,2.9,12,13.5
31-03-2026,18:30,Brasileirão Série B,Juventude,Novorizontino,2.1,2.14,3.35,3.4,4.2,4.5,2.44,2.5,10.5,12.5
31-03-2026,19:00,Brasileirão Série B,Fortaleza,Cuiabá,1.71,1.74,3.7,3.75,6.2,6.8,2.46,2.56,14,16
31-03-2026,14:00,La Liga Segunda Divisão,Mirandes,Albacete,2.56,2.6,3.45,3.5,3.05,3.1,2.08,2.14,10.5,11.5
31-03-2026,15:00,La Liga Segunda Divisão,Deportivo,Córdoba,1.97,1.99,3.75,3.8,4.3,4.4,1.93,1.96,15,16.5
31-03-2026,16:30,La Liga Segunda Divisão,Valladolid,Cádiz,1.59,1.6,4.3,4.5,6.6,7,1.95,1.97,18.5,20
31-03-2026,18:30,Paraguai Primera Division,Club 2 de Mayo,Nacional-PAR,3.75,4.1,3.05,3.25,2.3,2.4,2.62,2.8,6.4,7.6
31-03-2026,20:30,Paraguai Primera Division,Sportivo Luqueño,Cerro Porteño,4.8,5.4,3.55,3.8,1.86,1.91,2.28,2.42,6.4,7.8
