date,time,competition,home,away,home_back,home_lay,draw_back,draw_lay,away_back,away_lay,over25_back,over25_lay,score01_back,score01_lay
30-03-2026,15:00,Uruguai Primera Division,Juventud De Las Piedras,Boston River,2.68,2.78,3.1,3.3,3.05,3.25,2.58,2.74,8.4,9.2
30-03-2026,18:00,Uruguai Primera Division,Cerro Largo,Danúbio,3.2,3.3,3.05,3.2,2.62,2.74,2.48,2.66,7.4,9
30-03-2026,21:00,Uruguai Primera Division,Central Español,Deportivo Maldonado,3.5,3.65,3,3.25,2.46,2.54,2.28,2.42,7.4,10.5
30-03-2026,15:00,Argentina Campeonato Feminino,Gimnasia de La Plata (W),Lanus (F),1.33,1.41,5.1,6.6,7.8,13,1.54,1.68,7,95
30-03-2026,15:30,Argentina Campeonato Feminino,CA Banfield (W),San Luis FC Women,1.75,1.84,3.45,3.8,5.5,6.4,2.38,2.48,4.2,500
30-03-2026,15:30,Argentina Primera C,CSR Espanol BA,CA Lugano,2.08,2.38,2.86,3.55,3.55,4.6,2.46,3.05,4.4,1000
30-03-2026,15:30,Argentina Primera C,Club El Porvenir,Sportivo Barracas,2.94,3.75,2.58,3.25,2.58,3.25,2.88,3.6,3.65,60
30-03-2026,15:30,Argentina Primera C,CSD Muniz,Canuelas,2.86,3.65,2.64,3.35,2.56,3.25,2.68,3.4,3.65,8.8
30-03-2026,15:30,País De Gales Campeonato Sul,Cwmbran Celtic,Trefelin,32,42,12,15.5,1.09,1.13,1.01,1.88,1.6,1000
30-03-2026,15:30,País De Gales Campeonato Sul,Cwmbran Celtic,Trefelin,32,1000,7.2,950,1.04,1.16,1.01,1.88,1.6,1000
30-03-2026,15:45,Inglaterra National League Do Sul,Chelmsford,AFC Totton,1.55,1.61,4.3,5.1,5.8,7,1.7,1.77,14.5,130
30-03-2026,16:00,Copa Da Islândia,Njardvik,Hviti Riddarinn,1.13,1.18,8.6,950,11,29,1.14,1.31,4.2,N/A
30-03-2026,16:00,Copa Da Islândia,Haukar,KFR,1.04,1.08,3.85,130,48,200,1.1,1.17,4.2,N/A
30-03-2026,16:00,Argentina Torneo A,Escobar FC,Sportivo AC Las Parejas,1.7,2.44,2.84,8.6,2.08,14,1.48,4.8,1.23,1000
30-03-2026,17:00,Colômbia Primera B,Independiente Yumbo,Unión Magdalena,2.82,3.05,3.05,3.35,2.8,3.05,2.34,2.36,8.2,9.8
30-03-2026,21:00,Colômbia Primera B,Orsomarso,Internacional de Palmira,3.55,4.1,3.1,3.35,2.24,2.38,2.56,2.76,6.4,9
30-03-2026,17:00,Colombian Liga Femenina Profesional,Real Santander (W),Llaneros (W),3.65,4.5,3,3.35,2.18,2.38,2.66,3.05,3.85,95
30-03-2026,18:00,Colombian Liga Femenina Profesional,Junior de Barranquilla (W),Atletico Nacional (F),6.6,9,3.7,4.5,1.52,1.62,2.1,2.34,3.15,1000
30-03-2026,18:15,Colombian Liga Femenina Profesional,Millonarios (F),Bucaramanga (F),1.11,1.15,7.2,26,9,55,1.5,1.61,4.2,N/A
30-03-2026,18:00,Copa Do Chile,Cobresal,Universidad Católica-CHI,4,4.4,3.75,4.2,1.93,1.97,1.92,2.04,5.1,500
30-03-2026,20:30,Copa Do Chile,Univ de Concepcion,Ñublense,3.5,3.8,3.25,3.35,2.3,2.4,2.22,2.36,7.8,11
30-03-2026,20:30,Copa Do Chile,Palestino,OHiggins,2.12,2.24,3.6,3.95,3.5,3.8,1.8,1.88,5.1,17.5
30-03-2026,18:00,Chile Primera B,Magallanes,CSD Rangers,2.08,2.14,3.45,3.75,3.8,4.1,2.04,2.1,6.6,1000
30-03-2026,20:00,Jamaica Premier League,Waterhouse FC,Spanish Town Police,1.18,1.37,2.96,7,4.6,870,1.15,1.6,1.11,1000
30-03-2026,20:10,Primera A Da Colômbia,Ind Medellin,America de Cali,2.24,2.3,3.3,3.5,3.65,3.85,2.16,2.26,10.5,13
30-03-2026,22:20,Primera A Da Colômbia,Millonarios,Fortaleza FC,1.72,1.76,3.9,4,5.7,6.4,2.1,2.18,11.5,19
30-03-2026,20:30,Paraguai Primera Division,Libertad,Deportivo Recoleta,1.62,1.66,3.8,4.1,7.4,8.4,1.98,2.08,11,23
30-03-2026,21:15,Copa Da Argentina,Union Santa Fe,Agropecuario,1.62,1.66,3.5,3.9,7.6,9.8,2.52,2.76,4,23
30-03-2026,18:30,Copa Do Nordeste,Jacuipense BA,America RN,4.5,5.3,3.15,3.5,2,2.12,2.42,2.64,5.4,9.6
30-03-2026,20:00,Copa Verde,Trem AP,Sampaio-RR,1.48,1.55,4.3,6.4,6,9.8,1.68,1.79,3.8,1000
30-03-2026,19:00,Brasileirão Série A Feminino,CA Mineiro (F),São Paulo (F),5.6,7.6,3.9,4.6,1.57,1.67,1.91,2.08,4.4,8.6
30-03-2026,15:30,Serie C Italiana,Casertana,Sorrento,1.84,1.91,3.7,3.85,4.6,5.5,2.06,2.16,15,17
30-03-2026,15:30,Serie C Italiana,Arezzo,Ascoli,2.2,2.3,2.96,3.15,4.1,4.5,2.38,2.54,5.7,500
30-03-2026,22:00,Costa Rica Liga De Ascenso,Inter San Carlos,Municipal Grecia,1.59,1.86,3.05,5,4.4,7.2,1.21,5,1.03,29
30-03-2026,23:00,Costa Rica Liga De Ascenso,AD Aserri,AD Carmelita,1.88,2.08,3.15,3.9,3.8,4.9,1.01,6.4,1.3,1000
30-03-2026,18:30,Copa Do Nordeste,Jacuipense BA,America RN,4.5,5.3,3.15,3.5,2,2.12,2.42,2.64,6,7.2
30-03-2026,20:00,Copa Verde,Trem AP,Sampaio-RR,1.48,1.55,4.3,6.4,6,9.8,1.68,1.79,3.8,1000
30-03-2026,19:00,Brasileirão Série A Feminino,CA Mineiro (F),São Paulo (F),5.5,7.8,3.8,4.6,1.55,1.67,1.91,2.08,4.4,8.6
30-03-2026,15:30,Serie C Italiana,Casertana,Sorrento,1.84,1.96,3.7,3.85,4.5,5.5,2.06,2.16,15,17
30-03-2026,15:30,Serie C Italiana,Arezzo,Ascoli,2.2,2.3,2.96,3.15,4.1,4.5,2.38,2.54,5.7,500
30-03-2026,22:00,Costa Rica Liga De Ascenso,Inter San Carlos,Municipal Grecia,1.59,1.86,3.05,5,4.4,7.2,1.21,5,1.03,29
30-03-2026,23:00,Costa Rica Liga De Ascenso,AD Aserri,AD Carmelita,1.88,2.08,3.15,3.9,3.8,4.9,1.01,6.4,1.3,1000
