date,time,competition,home,away,home_back,home_lay,draw_back,draw_lay,away_back,away_lay,over25_back,over25_lay,score01_back,score01_lay
02-04-2026,13:30,Áustria Landesliga,SAK Klagenfurt,Kottmannsdorf,1.89,2,4,4.7,3.7,4.3,1.62,1.7,16.5,23
02-04-2026,14:00,Áustria Landesliga,Asco Atsv Wolfsberg,Atus Ferlach,1.14,1.18,6.8,950,6.6,25,1.23,1.3,4.2,1000
02-04-2026,13:00,2 Da Eslováquia Liga,Zlate Moravce,Lokomotiva Zvolen,1.75,1.84,4,4.6,4.5,5.1,1.5,1.54,16.5,29
02-04-2026,13:00,Suíça 1 Liga Promotion,Bulle,FC Lugano II,1.92,2.04,4.1,4.6,3.6,4,1.44,1.49,11.5,75
02-04-2026,14:30,Suíça 1 Liga Promotion,Biel Bienne,FC Basel II,1.61,1.69,4.8,5.8,4.6,5.4,1.33,1.37,19,65
02-04-2026,13:00,Espanha Segunda Federación Grupo 2,Tudelano,Ejea,1.61,1.69,3.8,4.5,5.8,7.2,1.92,2.06,11,40
02-04-2026,13:00,Tanzânia Premier League,Simba,Coastal Union,1.18,1.2,7.2,8.8,7.2,55,1.8,2.16,5.5,65
02-04-2026,13:30,Copa Europa Feminina Da Uefa,BK Hacken (F),Eintracht Frankfurt (F),3.1,3.3,4,4.3,2.22,2.32,1.52,1.57,7.6,1000
02-04-2026,14:00,Copa Europa Feminina Da Uefa,Hammarby (F),Sparta Prague (F),1.42,1.46,5.4,6.2,7.6,9.2,1.58,1.61,8,1000
02-04-2026,13:45,Liga Dos Campeões Feminina,FC Barcelona (F),Real Madrid Feminino,1.13,1.14,12.5,14.5,20,26,1.19,1.2,40,1000
02-04-2026,16:00,Liga Dos Campeões Feminina,Lyon (F),Wolfsburg (F),1.16,1.17,10.5,12,16,22,1.34,1.36,11.5,1000
02-04-2026,14:00,Áustria Regionalliga,Atus Velden,St.Anna,1.39,1.52,4.9,6.6,6.4,9.2,1.46,1.68,5.7,95
02-04-2026,14:00,Suécia Division 2,Torslanda,Landvetter IS,2.24,2.3,3.85,4.4,3.05,3.35,1.42,1.49,11.5,120
02-04-2026,14:30,Suécia Division 2,IF Boljan,Dalstorps IF,2.22,2.4,3.9,4.6,2.86,3.2,1.47,1.53,17.5,22
02-04-2026,14:30,Roménia Liga Ii,CSA Steaua Bucuresti,Chindia Targoviste,1.97,2.06,3.5,3.7,4.1,4.6,2.02,2.12,12.5,16
02-04-2026,15:45,Inglaterra Sky Bet League 1,Wigan,Leyton Orient,2.38,2.4,3.4,3.45,3.45,3.5,2.2,2.22,10.5,12
02-04-2026,15:45,Inglaterra Premier League Inglesa Do Norte,Cleethorpes,Stocksbridge Park Steels,1.66,1.84,3.85,4.6,4.5,6.2,1.82,2.08,8.4,21
